"id","codigo_municipio","nombre_municipio","codigo_departamento"
"970",217,"COYAIMA","73"
"971",226,"CUNDAY","73"
"972",236,"DOLORES","73"
"973",268,"ESPINAL","73"
"974",270,"FALAN","73"
"975",275,"FLANDES","73"
"976",283,"FRESNO","73"
"977",319,"GUAMO","73"
"978",347,"HERVEO","73"
"979",349,"HONDA","73"
"980",352,"ICONONZO","73"
"981",408,"LERIDA","73"
"982",411,"LIBANO","73"
"983",443,"MARIQUITA","73"
"984",449,"MELGAR","73"
"985",461,"MURILLO","73"
"986",483,"NATAGAIMA","73"
"987",504,"ORTEGA","73"
"988",520,"PALOCABILDO","73"
"989",547,"PIEDRAS","73"
"990",555,"PLANADAS","73"
"991",563,"PRADO","73"
"992",585,"PURIFICACION","73"
"993",616,"RIOBLANCO","73"
"994",622,"RONCESVALLES","73"
"995",624,"ROVIRA","73"
"996",671,"SALDAÑA","73"
"997",675,"SAN ANTONIO","73"
"998",678,"SAN LUIS","73"
"999",686,"SANTA ISABEL","73"
"1000",770,"SUAREZ","73"
"1001",854,"VALLE DE SAN JUAN","73"
"1002",861,"VENADILLO","73"
"1003",870,"VILLAHERMOSA","73"
"1004",873,"VILLARRICA","73"
"1005",1,"CALI","76"
"1006",20,"ALCALA","76"
"1007",36,"ANDALUCIA","76"
"1008",41,"ANSERMANUEVO","76"
"1009",54,"ARGELIA","76"
"1010",100,"BOLIVAR","76"
"1011",109,"BUENAVENTURA","76"
"1012",111,"GUADALAJARA DE BUGA","76"
"1013",113,"BUGALAGRANDE","76"
"1014",122,"CAICEDONIA","76"
"1015",126,"CALIMA","76"
"1016",130,"CANDELARIA","76"
"1017",147,"CARTAGO","76"
"1018",233,"DAGUA","76"
"1019",243,"EL AGUILA","76"
"1020",246,"EL CAIRO","76"
"1021",248,"EL CERRITO","76"
"1022",250,"EL DOVIO","76"
"1023",275,"FLORIDA","76"
"1024",306,"GINEBRA","76"
"1025",318,"GUACARI","76"
"1026",364,"JAMUNDI","76"
"1027",377,"LA CUMBRE","76"
"1028",400,"LA UNION","76"
"1029",403,"LA VICTORIA","76"
"1030",497,"OBANDO","76"
"1031",520,"PALMIRA","76"
"1032",563,"PRADERA","76"
"1033",606,"RESTREPO","76"
"1034",616,"RIOFRIO","76"
"1035",622,"ROLDANILLO","76"
"1036",670,"SAN PEDRO","76"
"1037",736,"SEVILLA","76"
"1038",823,"TORO","76"
"1039",828,"TRUJILLO","76"
"1040",834,"TULUA","76"
"1041",845,"ULLOA","76"
"1042",863,"VERSALLES","76"
"1043",869,"VIJES","76"
"1044",890,"YOTOCO","76"
"1045",892,"YUMBO","76"
"1046",895,"ZARZAL","76"
"1047",1,"ARAUCA","81"
"1048",65,"ARAUQUITA","81"
"1049",220,"CRAVO NORTE","81"
"1050",300,"FORTUL","81"
"1051",591,"PUERTO RONDON","81"
"1052",736,"SARAVENA","81"
"1053",794,"TAME","81"
"1054",1,"YOPAL","85"
"1055",10,"AGUAZUL","85"
"1056",15,"CHAMEZA","85"
"1057",125,"HATO COROZAL","85"
"1058",136,"LA SALINA","85"
"1059",139,"MANI","85"
"1060",162,"MONTERREY","85"
"1061",225,"NUNCHIA","85"
"1062",230,"OROCUE","85"
"1063",250,"PAZ DE ARIPORO","85"
"1064",263,"PORE","85"
"1065",279,"RECETOR","85"
"1066",300,"SABANALARGA","85"
"1067",315,"SACAMA","85"
"1068",325,"SAN LUIS DE PALENQUE","85"
"1069",400,"TAMARA","85"
"1070",410,"TAURAMENA","85"
"1071",430,"TRINIDAD","85"
"1072",440,"VILLANUEVA","85"
"1073",1,"MOCOA","86"
"1074",219,"COLON","86"
"1075",320,"ORITO","86"
"1076",568,"PUERTO ASIS","86"
"1077",569,"PUERTO CAICEDO","86"
"1078",571,"PUERTO GUZMAN","86"
"1079",573,"LEGUIZAMO","86"
"1080",749,"SIBUNDOY","86"
"1081",755,"SAN FRANCISCO","86"
"1082",757,"SAN MIGUEL","86"
"1083",760,"SANTIAGO","86"
"1084",865,"VALLE DEL GUAMUEZ","86"
"1085",885,"VILLAGARZON","86"
"1086",1,"SAN ANDRES","88"
"1087",564,"PROVIDENCIA","88"
"1088",1,"LETICIA","91"
"1089",263,"EL ENCANTO (CD)","91"
"1090",405,"LA CHORRERA (CD)","91"
"1091",407,"LA PEDRERA (CD)","91"
"1092",430,"LA VICTORIA (CD)","91"
"1093",460,"MIRITI - PARANA (CD)","91"
"1094",530,"PUERTO ALEGRIA (CD)","91"
"1095",536,"PUERTO ARICA (CD)","91"
"1096",540,"PUERTO NARIÑO","91"
"1098",798,"TARAPACA (CD)","91"
"1099",1,"INIRIDA","94"
"1100",343,"BARRANCO MINAS (CD)","94"
"1101",663,"MAPIRIPANA (CD)","94"
"1102",883,"SAN FELIPE (CD)","94"
"1103",884,"PUERTO COLOMBIA (CD)","94"
"1104",885,"LA GUADALUPE (CD)","94"
"1105",886,"CACAHUAL (CD)","94"
"1106",887,"PANA PANA (CD)","94"
"1107",888,"MORICHAL (CD)","94"
"1109",15,"CALAMAR","95"
"1110",25,"EL RETORNO","95"
"1111",200,"MIRAFLORES","95"
"1112",1,"MITU","97"
"1113",161,"CARURU","97"
"1114",511,"PACOA (CD)","97"
"1115",666,"TARAIRA","97"
"1116",777,"PAPUNAUA (CD)","97"
"1117",889,"YAVARATE (CD)","97"
"1118",1,"PUERTO CARREÑO","99"
"1119",524,"LA PRIMAVERA","99"
"1120",624,"SANTA ROSALIA","99"
"1121",773,"CUMARIBO","99"
